time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-08 00:00:00+00:00,39,15,5,5
2026-07-09 00:00:00+00:00,33,14,0,0
2026-07-10 00:00:00+00:00,37,17,4,2
2026-07-11 00:00:00+00:00,41,17,8,4
2026-07-12 00:00:00+00:00,21,11,1,1
2026-07-13 00:00:00+00:00,9,8,2,2
2026-07-14 00:00:00+00:00,31,12,0,0
2026-07-15 00:00:00+00:00,30,11,0,0
2026-07-16 00:00:00+00:00,33,13,7,4
2026-07-17 00:00:00+00:00,28,13,3,2
2026-07-18 00:00:00+00:00,22,11,3,2
2026-07-19 00:00:00+00:00,15,9,0,0
2026-07-20 00:00:00+00:00,5,4,1,1
2026-07-21 00:00:00+00:00,37,12,1,1
