url_path,views_total,views_unique
/DataJourneyHQ/DataJourney,87,19
/DataJourneyHQ/DataJourney/issues,11,4
/DataJourneyHQ/DataJourney/pull/154,7,2
/DataJourneyHQ/DataJourney/pulls,6,1
/DataJourneyHQ/DataJourney/releases,5,1
/DataJourneyHQ/DataJourney/tree/main/analytics_framework,4,2
/DataJourneyHQ/DataJourney/issues/156,3,2
/DataJourneyHQ/DataJourney/tree/main/analytics_framework/intake/data,3,2
/DataJourneyHQ/DataJourney/pull/154/files,3,1
/DataJourneyHQ/DataJourney/commit/8b64327a473ad92f72c79dc8834ecb9c0b3c932d,2,2
