url_path,views_total,views_unique
/DataJourneyHQ/DataJourney,61,12
/DataJourneyHQ/DataJourney/discussions,5,2
/DataJourneyHQ/DataJourney/issues,4,2
/DataJourneyHQ/DataJourney/edit/main/README.md,4,1
/DataJourneyHQ/DataJourney/pulls,4,1
/DataJourneyHQ/DataJourney/tree/main/analytics_framework,3,2
/DataJourneyHQ/DataJourney/wiki/Contribute-to-DataJourney,3,2
/DataJourneyHQ/DataJourney/wiki/Contribution-Guidelines-(AI‐Aware),3,2
/DataJourneyHQ/DataJourney/pull/247,3,1
/DataJourneyHQ/DataJourney/security/dependabot,3,1
