time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-18 00:00:00+00:00,24,11,126,5
2025-02-19 00:00:00+00:00,28,14,155,14
2025-02-20 00:00:00+00:00,11,5,15,4
2025-02-21 00:00:00+00:00,9,5,7,4
2025-02-22 00:00:00+00:00,15,7,51,4
2025-02-23 00:00:00+00:00,8,5,10,3
2025-02-24 00:00:00+00:00,7,4,13,5
2025-02-25 00:00:00+00:00,21,9,68,6
2025-02-26 00:00:00+00:00,8,5,7,2
2025-02-27 00:00:00+00:00,14,8,1,1
2025-02-28 00:00:00+00:00,11,6,8,2
2025-03-01 00:00:00+00:00,11,7,2,2
2025-03-02 00:00:00+00:00,12,7,2,1
2025-03-03 00:00:00+00:00,10,7,8,4
