time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-13 00:00:00+00:00,9,8,2,2
2026-07-14 00:00:00+00:00,31,12,0,0
2026-07-15 00:00:00+00:00,30,11,0,0
2026-07-16 00:00:00+00:00,33,13,7,4
2026-07-17 00:00:00+00:00,28,13,3,2
2026-07-18 00:00:00+00:00,22,11,3,2
2026-07-19 00:00:00+00:00,15,9,0,0
2026-07-20 00:00:00+00:00,5,4,1,1
2026-07-21 00:00:00+00:00,37,12,1,1
2026-07-22 00:00:00+00:00,21,11,0,0
2026-07-23 00:00:00+00:00,32,14,3,2
2026-07-24 00:00:00+00:00,18,9,1,1
2026-07-25 00:00:00+00:00,13,8,4,3
2026-07-26 00:00:00+00:00,11,5,1,1
