referrer,views_total,views_unique
github.com,98,5
Google,17,4
goodfirstissues.com,8,1
datajourneyhq.com,6,3
habr.com,2,2
meetco.daily.co,2,1
chatgpt.com,1,1
com.linkedin.android,1,1
