referrer,views_total,views_unique
github.com,118,4
linkedin.com,27,5
goodfirstissues.com,8,1
Google,6,2
datajourneyhq.com,4,1
meetco.daily.co,2,1
chatgpt.com,1,1
habr.com,1,1
