referrer,views_total,views_unique
github.com,108,6
datajourneyhq.com,31,14
Google,11,3
linkedin.com,9,1
com.linkedin.android,7,2
datajourneyhq.github.io,4,1
canva.com,2,1
global2024.pydata.org,1,1
preview.canva.site,1,1
mail.google.com,1,1
