time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-18 00:00:00+00:00,8,6,8.0,1.0
2025-05-19 00:00:00+00:00,12,6,12.0,4.0
2025-05-20 00:00:00+00:00,18,8,23.0,3.0
2025-05-21 00:00:00+00:00,4,3,10.0,2.0
2025-05-22 00:00:00+00:00,10,4,51.0,5.0
2025-05-23 00:00:00+00:00,12,7,,
2025-05-24 00:00:00+00:00,9,5,23.0,3.0
2025-05-25 00:00:00+00:00,10,4,55.0,3.0
2025-05-26 00:00:00+00:00,4,3,24.0,8.0
2025-05-27 00:00:00+00:00,9,5,4.0,1.0
2025-05-28 00:00:00+00:00,6,4,19.0,3.0
2025-05-29 00:00:00+00:00,4,3,15.0,5.0
2025-05-30 00:00:00+00:00,4,3,16.0,2.0
2025-05-31 00:00:00+00:00,2,1,6.0,3.0
