time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-11 00:00:00+00:00,17,8,3,2
2025-11-12 00:00:00+00:00,19,8,3,1
2025-11-13 00:00:00+00:00,17,10,5,2
2025-11-14 00:00:00+00:00,14,11,2,1
2025-11-15 00:00:00+00:00,13,8,13,4
2025-11-16 00:00:00+00:00,8,7,1,1
2025-11-17 00:00:00+00:00,11,10,7,2
2025-11-18 00:00:00+00:00,14,11,2,1
2025-11-19 00:00:00+00:00,6,5,5,1
2025-11-20 00:00:00+00:00,8,7,3,2
2025-11-21 00:00:00+00:00,11,10,3,2
2025-11-22 00:00:00+00:00,6,5,1,1
2025-11-23 00:00:00+00:00,9,8,1,1
2025-11-24 00:00:00+00:00,2,1,1,1
