time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-04 00:00:00+00:00,16,9,4,3
2026-09-05 00:00:00+00:00,7,6,3,2
2026-09-06 00:00:00+00:00,19,10,5,3
2026-09-07 00:00:00+00:00,15,6,5,3
2026-09-08 00:00:00+00:00,10,6,6,4
2026-09-09 00:00:00+00:00,28,14,3,2
2026-09-10 00:00:00+00:00,11,10,11,6
2026-09-11 00:00:00+00:00,15,12,6,4
2026-09-12 00:00:00+00:00,21,11,8,3
2026-09-13 00:00:00+00:00,21,11,6,3
2026-09-14 00:00:00+00:00,17,5,1,1
2026-09-15 00:00:00+00:00,25,9,4,2
2026-09-16 00:00:00+00:00,32,14,3,3
2026-09-17 00:00:00+00:00,7,6,3,2
