referrer,views_total,views_unique
github.com,94,4
Google,15,4
linkedin.com,12,8
goodfirstissues.com,4,2
lnkd.in,1,1
chatgpt.com,1,1
datajourneyhq.com,1,1
news.hada.io,1,1
