time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-26 00:00:00+00:00,11,7,1,1
2025-08-27 00:00:00+00:00,11,9,4,2
2025-08-28 00:00:00+00:00,6,4,11,4
2025-08-29 00:00:00+00:00,8,6,1,1
2025-08-30 00:00:00+00:00,11,8,4,3
2025-08-31 00:00:00+00:00,6,4,2,1
2025-09-01 00:00:00+00:00,8,6,4,2
2025-09-02 00:00:00+00:00,8,4,4,4
2025-09-03 00:00:00+00:00,10,8,3,2
2025-09-04 00:00:00+00:00,9,7,1,1
2025-09-05 00:00:00+00:00,16,6,45,3
2025-09-06 00:00:00+00:00,8,4,9,2
2025-09-07 00:00:00+00:00,7,5,3,1
2025-09-08 00:00:00+00:00,6,4,5,1
