time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-19 00:00:00+00:00,5,4,1.0,1.0
2025-07-20 00:00:00+00:00,4,3,6.0,2.0
2025-07-21 00:00:00+00:00,13,12,14.0,2.0
2025-07-22 00:00:00+00:00,6,3,3.0,2.0
2025-07-23 00:00:00+00:00,8,7,,
2025-07-24 00:00:00+00:00,10,9,7.0,1.0
2025-07-25 00:00:00+00:00,9,8,1.0,1.0
2025-07-26 00:00:00+00:00,11,10,10.0,1.0
2025-07-27 00:00:00+00:00,10,9,2.0,1.0
2025-07-28 00:00:00+00:00,6,5,15.0,1.0
2025-07-29 00:00:00+00:00,14,11,25.0,2.0
2025-07-30 00:00:00+00:00,9,8,18.0,1.0
2025-07-31 00:00:00+00:00,4,3,27.0,3.0
2025-08-01 00:00:00+00:00,11,6,27.0,3.0
