time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-17 00:00:00+00:00,11,10,7.0,2.0
2025-11-18 00:00:00+00:00,14,11,2.0,1.0
2025-11-19 00:00:00+00:00,6,5,5.0,1.0
2025-11-20 00:00:00+00:00,8,7,3.0,2.0
2025-11-21 00:00:00+00:00,11,10,3.0,2.0
2025-11-22 00:00:00+00:00,6,5,1.0,1.0
2025-11-23 00:00:00+00:00,9,8,1.0,1.0
2025-11-24 00:00:00+00:00,5,4,1.0,1.0
2025-11-25 00:00:00+00:00,58,14,71.0,4.0
2025-11-26 00:00:00+00:00,12,11,5.0,3.0
2025-11-27 00:00:00+00:00,10,9,1.0,1.0
2025-11-28 00:00:00+00:00,11,10,3.0,2.0
2025-11-29 00:00:00+00:00,6,5,1.0,1.0
2025-11-30 00:00:00+00:00,3,2,,
