time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-28 00:00:00+00:00,36,11,14,2
2026-05-29 00:00:00+00:00,36,17,5,4
2026-05-30 00:00:00+00:00,176,34,25,2
2026-05-31 00:00:00+00:00,58,26,8,4
2026-06-01 00:00:00+00:00,29,14,9,2
2026-06-02 00:00:00+00:00,30,13,2,2
2026-06-03 00:00:00+00:00,19,12,4,2
2026-06-04 00:00:00+00:00,38,15,22,3
2026-06-05 00:00:00+00:00,37,18,14,4
2026-06-06 00:00:00+00:00,79,43,6,1
2026-06-07 00:00:00+00:00,29,13,2,2
2026-06-08 00:00:00+00:00,55,19,4,2
2026-06-09 00:00:00+00:00,32,14,19,8
2026-06-10 00:00:00+00:00,82,41,2,2
