time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-05 00:00:00+00:00,75,17,6,3
2026-05-06 00:00:00+00:00,46,14,11,2
2026-05-07 00:00:00+00:00,24,13,9,2
2026-05-08 00:00:00+00:00,46,19,0,0
2026-05-09 00:00:00+00:00,51,15,21,2
2026-05-10 00:00:00+00:00,23,12,3,3
2026-05-11 00:00:00+00:00,66,20,0,0
2026-05-12 00:00:00+00:00,35,16,0,0
2026-05-13 00:00:00+00:00,62,26,1,1
2026-05-14 00:00:00+00:00,60,24,4,1
2026-05-15 00:00:00+00:00,55,30,3,2
2026-05-16 00:00:00+00:00,74,21,0,0
2026-05-17 00:00:00+00:00,102,34,31,2
2026-05-18 00:00:00+00:00,44,17,3,3
