url_path,views_total,views_unique
/DataJourneyHQ/DataJourney,133,11
/DataJourneyHQ/DataJourney/pulls,42,2
/DataJourneyHQ/DataJourney/security,19,1
/DataJourneyHQ/DataJourney/security/code-scanning,17,1
/DataJourneyHQ/DataJourney/issues,15,3
/DataJourneyHQ/DataJourney/blob/main/pixi.toml,8,4
/DataJourneyHQ/DataJourney/commits/main,8,3
/DataJourneyHQ/DataJourney/tree/main/assets,7,3
/DataJourneyHQ/DataJourney/pull/178,7,2
/DataJourneyHQ/DataJourney/commit/2aecb881d090f92bc76af27180ae6835fdf88ead,7,1
