referrer,views_total,views_unique
github.com,74,4
Google,22,7
goodfirstissues.com,8,1
datajourneyhq.com,7,5
meetco.daily.co,2,1
nancy-chauhan.medium.com,1,1
com.linkedin.android,1,1
habr.com,1,1
