time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-24 00:00:00+00:00,12,4,42,3
2025-06-25 00:00:00+00:00,13,4,23,2
2025-06-26 00:00:00+00:00,28,8,67,4
2025-06-27 00:00:00+00:00,22,10,22,2
2025-06-28 00:00:00+00:00,8,7,3,1
2025-06-29 00:00:00+00:00,14,10,18,1
2025-06-30 00:00:00+00:00,47,17,73,2
2025-07-01 00:00:00+00:00,17,7,75,2
2025-07-02 00:00:00+00:00,13,8,38,3
2025-07-03 00:00:00+00:00,30,17,78,6
2025-07-04 00:00:00+00:00,10,9,11,4
2025-07-05 00:00:00+00:00,8,7,1,1
2025-07-06 00:00:00+00:00,17,16,3,2
2025-07-07 00:00:00+00:00,30,13,54,3
