referrer,views_total,views_unique
github.com,92,2
github.blog,45,35
linkedin.com,12,7
Google,5,3
go.bsky.app,2,2
datajourneyhq.com,2,2
DuckDuckGo,1,1
news.hada.io,1,1
datajourneyhq.github.io,1,1
