referrer,views_total,views_unique
github.com,129,5
Google,29,4
datajourneyhq.com,28,11
linkedin.com,11,3
com.linkedin.android,7,2
datajourneyhq.github.io,4,1
global2024.pydata.org,1,1
preview.canva.site,1,1
mail.google.com,1,1
DuckDuckGo,1,1
