time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-26 00:00:00+00:00,11,5,1,1
2026-07-27 00:00:00+00:00,21,10,2,2
2026-07-28 00:00:00+00:00,33,19,0,0
2026-07-29 00:00:00+00:00,26,12,3,2
2026-07-30 00:00:00+00:00,30,15,5,2
2026-07-31 00:00:00+00:00,25,10,0,0
2026-08-01 00:00:00+00:00,24,11,1,1
2026-08-02 00:00:00+00:00,45,16,0,0
2026-08-03 00:00:00+00:00,27,12,7,3
2026-08-04 00:00:00+00:00,15,11,1,1
2026-08-05 00:00:00+00:00,13,7,18,3
2026-08-06 00:00:00+00:00,33,12,4,3
2026-08-07 00:00:00+00:00,19,9,5,2
2026-08-08 00:00:00+00:00,61,52,6,6
