time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-07 00:00:00+00:00,6.0,5.0,16,2
2025-08-08 00:00:00+00:00,19.0,10.0,36,1
2025-08-09 00:00:00+00:00,29.0,14.0,31,1
2025-08-10 00:00:00+00:00,5.0,4.0,7,1
2025-08-11 00:00:00+00:00,47.0,14.0,50,11
2025-08-12 00:00:00+00:00,47.0,7.0,110,22
2025-08-13 00:00:00+00:00,30.0,12.0,49,11
2025-08-14 00:00:00+00:00,3.0,2.0,25,12
2025-08-15 00:00:00+00:00,,,8,3
2025-08-16 00:00:00+00:00,,,6,2
2025-08-17 00:00:00+00:00,,,8,4
2025-08-18 00:00:00+00:00,,,11,4
2025-08-19 00:00:00+00:00,,,7,3
2025-08-20 00:00:00+00:00,,,7,2
