time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-02 00:00:00+00:00,11,7,,
2025-10-03 00:00:00+00:00,6,5,3.0,2.0
2025-10-04 00:00:00+00:00,9,6,1.0,1.0
2025-10-05 00:00:00+00:00,10,9,9.0,1.0
2025-10-06 00:00:00+00:00,11,8,48.0,3.0
2025-10-07 00:00:00+00:00,13,9,6.0,2.0
2025-10-08 00:00:00+00:00,10,9,1.0,1.0
2025-10-09 00:00:00+00:00,4,3,2.0,1.0
2025-10-10 00:00:00+00:00,13,10,5.0,1.0
2025-10-11 00:00:00+00:00,14,11,9.0,2.0
2025-10-12 00:00:00+00:00,11,9,,
2025-10-13 00:00:00+00:00,7,6,2.0,2.0
2025-10-14 00:00:00+00:00,49,15,1.0,1.0
2025-10-15 00:00:00+00:00,27,8,6.0,1.0
