time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-08 00:00:00+00:00,8,6,5,1
2025-09-09 00:00:00+00:00,12,8,1,1
2025-09-10 00:00:00+00:00,11,9,2,1
2025-09-11 00:00:00+00:00,10,8,4,1
2025-09-12 00:00:00+00:00,10,8,10,3
2025-09-13 00:00:00+00:00,12,10,5,1
2025-09-14 00:00:00+00:00,18,11,9,1
2025-09-15 00:00:00+00:00,11,9,4,1
2025-09-16 00:00:00+00:00,72,22,79,2
2025-09-17 00:00:00+00:00,12,10,23,4
2025-09-18 00:00:00+00:00,24,10,44,1
2025-09-19 00:00:00+00:00,74,24,119,3
2025-09-20 00:00:00+00:00,16,12,1,1
2025-09-21 00:00:00+00:00,9,8,8,2
