url_path,views_total,views_unique
/DataJourneyHQ/DataJourney,117,6
/DataJourneyHQ/DataJourney/pulls,11,2
/DataJourneyHQ/DataJourney/issues,9,1
/DataJourneyHQ/DataJourney/pull/182/files,7,3
/DataJourneyHQ/DataJourney/pull/182,6,2
/DataJourneyHQ/DataJourney/issues/183,3,1
/DataJourneyHQ/DataJourney/stargazers,3,1
/DataJourneyHQ/DataJourney/commit/214b147083d7a45ead07af2853edc6bcc5cb1bf0,2,2
/DataJourneyHQ/DataJourney/tree/main/analytics_framework,2,2
/DataJourneyHQ/DataJourney/blob/main/.github/workflows/static.yml,2,1
