url_path,views_total,views_unique
/DataJourneyHQ/DataJourney,106,23
/DataJourneyHQ/DataJourney/pull/154,25,4
/DataJourneyHQ/DataJourney/pulls,22,1
/DataJourneyHQ/DataJourney/pull/154/files,14,2
/DataJourneyHQ/DataJourney/issues,13,3
/DataJourneyHQ/DataJourney/releases,6,1
/DataJourneyHQ/DataJourney/issues/156,3,2
/DataJourneyHQ/DataJourney/commit/8b64327a473ad92f72c79dc8834ecb9c0b3c932d,2,2
/DataJourneyHQ/DataJourney/commits/main,2,2
/DataJourneyHQ/DataJourney/actions/runs/15181349919/job/42691270937,2,1
