referrer,views_total,views_unique
github.com,82,4
Google,21,7
goodfirstissues.com,8,1
datajourneyhq.com,5,3
meetco.daily.co,2,1
nancy-chauhan.medium.com,1,1
com.linkedin.android,1,1
habr.com,1,1
