referrer,views_total,views_unique
github.com,108,4
linkedin.com,24,4
Google,23,5
goodfirstissues.com,8,1
datajourneyhq.com,6,3
meetco.daily.co,2,1
com.linkedin.android,1,1
chatgpt.com,1,1
habr.com,1,1
