time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-08 00:00:00+00:00,26,9,1,1
2026-03-09 00:00:00+00:00,17,9,2,2
2026-03-10 00:00:00+00:00,28,9,14,1
2026-03-11 00:00:00+00:00,22,9,42,3
2026-03-12 00:00:00+00:00,26,10,32,4
2026-03-13 00:00:00+00:00,13,8,22,3
2026-03-14 00:00:00+00:00,16,7,14,2
2026-03-15 00:00:00+00:00,19,10,10,1
2026-03-16 00:00:00+00:00,20,15,2,1
2026-03-17 00:00:00+00:00,20,9,12,8
2026-03-18 00:00:00+00:00,16,7,8,5
2026-03-19 00:00:00+00:00,29,15,4,4
2026-03-20 00:00:00+00:00,40,17,54,12
2026-03-21 00:00:00+00:00,34,13,5,3
