time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-26 00:00:00+00:00,12,11,5.0,3.0
2025-11-27 00:00:00+00:00,10,9,1.0,1.0
2025-11-28 00:00:00+00:00,11,10,3.0,2.0
2025-11-29 00:00:00+00:00,6,5,1.0,1.0
2025-11-30 00:00:00+00:00,7,6,,
2025-12-01 00:00:00+00:00,108,32,2.0,2.0
2025-12-02 00:00:00+00:00,96,29,26.0,8.0
2025-12-03 00:00:00+00:00,282,72,14.0,6.0
2025-12-04 00:00:00+00:00,15,7,54.0,3.0
2025-12-05 00:00:00+00:00,52,21,259.0,30.0
2025-12-06 00:00:00+00:00,41,19,132.0,23.0
2025-12-07 00:00:00+00:00,88,28,336.0,18.0
2025-12-08 00:00:00+00:00,51,18,188.0,15.0
2025-12-09 00:00:00+00:00,15,7,15.0,5.0
