time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-25 00:00:00+00:00,9,5,16,1
2025-04-26 00:00:00+00:00,10,5,3,1
2025-04-27 00:00:00+00:00,10,5,4,2
2025-04-28 00:00:00+00:00,8,4,2,1
2025-04-29 00:00:00+00:00,12,5,13,2
2025-04-30 00:00:00+00:00,9,6,6,1
2025-05-01 00:00:00+00:00,8,6,1,1
2025-05-02 00:00:00+00:00,10,6,4,2
2025-05-03 00:00:00+00:00,10,4,2,2
2025-05-04 00:00:00+00:00,7,5,10,2
2025-05-05 00:00:00+00:00,4,3,8,2
2025-05-06 00:00:00+00:00,8,4,7,2
2025-05-07 00:00:00+00:00,15,6,6,5
2025-05-08 00:00:00+00:00,4,3,5,2
