referrer,views_total,views_unique
github.com,51,3
Google,23,8
goodfirstissues.com,8,1
datajourneyhq.com,6,4
meetco.daily.co,2,1
news.hada.io,2,1
nancy-chauhan.medium.com,1,1
habr.com,1,1
com.linkedin.android,1,1
