url_path,views_total,views_unique
/sayantikabanik/capstone_isb/blob/main/.gitignore,1,1
/sayantikabanik/capstone_isb/blob/main/setup.py,1,1
/sayantikabanik/capstone_isb/releases/tag/v1.4.1,1,1
